,Mean Aligned,Mean,Median,Standard Deviation,Min,Max,25%,50%,75%
h36m_sub11_Purchases_cam60457274,58.26881790161133,120.03753662109375,100.12335968017578,103.94709014892578,9.846385955810547,1042.3984375,59.039794921875,100.12335968017578,150.86505126953125
h36m_sub11_Posing 1_cam60457274,58.621673583984375,90.87532806396484,82.34745788574219,57.03501510620117,10.491488456726074,542.9232177734375,50.864925384521484,82.34745788574219,119.97421264648438
h36m_sub11_Posing 1_cam55011271,59.65867233276367,98.68746185302734,75.94908142089844,70.42869567871094,7.799551963806152,488.9221496582031,50.12804412841797,75.94908142089844,129.03184509277344
h36m_sub11_Purchases 1_cam60457274,61.15818786621094,129.72320556640625,105.36279296875,121.32756805419922,11.438087463378906,1148.9273681640625,59.80702590942383,105.36279296875,159.51394653320312
h36m_sub11_Posing_cam55011271,61.99228286743164,104.43414306640625,82.22447204589844,72.7608413696289,5.66070032119751,564.7976684570312,53.89118957519531,82.22447204589844,136.02671813964844
h36m_sub11_Posing_cam60457274,62.449832916259766,102.80999755859375,93.17616271972656,64.86233520507812,3.346987247467041,517.2720947265625,57.369300842285156,93.17616271972656,138.76254272460938
h36m_sub11_Discussion 1_cam58860488,63.125091552734375,170.39222717285156,150.70831298828125,116.89804077148438,7.735549449920654,708.4703979492188,83.90631866455078,150.70831298828125,241.3438720703125
h36m_sub11_Purchases_cam58860488,63.62662124633789,148.50291442871094,132.68431091308594,98.61320495605469,1.949725866317749,622.3966064453125,80.13751983642578,132.68431091308594,203.85372924804688
h36m_sub11_Purchases_cam55011271,64.33728790283203,130.23727416992188,96.34956359863281,124.9944839477539,3.288254499435425,1400.6259765625,55.91255187988281,96.34956359863281,161.3287353515625
h36m_sub11_Purchases 1_cam58860488,65.49149322509766,138.9822540283203,121.73822021484375,92.91706085205078,3.9889206886291504,621.4677734375,76.11451721191406,121.73822021484375,191.7652587890625
h36m_sub11_Posing 1_cam58860488,65.86311340332031,192.9462890625,171.31687927246094,129.6938018798828,9.776551246643066,717.7236328125,97.44078063964844,171.31687927246094,269.8283996582031
h36m_sub11_Directions 1_cam58860488,65.92347717285156,169.5293731689453,145.18881225585938,115.74676513671875,11.292149543762207,668.9678955078125,83.5865478515625,145.18881225585938,244.78016662597656
h36m_sub9_Purchases 1_cam58860488,66.4947509765625,146.3611297607422,127.31260681152344,101.98987579345703,0.650280237197876,715.2697143554688,80.15399169921875,127.31260681152344,195.3332061767578
h36m_sub11_Discussion 1_cam60457274,67.29651641845703,97.95436096191406,84.93008422851562,70.87379455566406,2.4951632022857666,577.3569946289062,44.4798583984375,84.93008422851562,131.97393798828125
h36m_sub11_Waiting_cam60457274,67.41558074951172,97.278564453125,82.81161499023438,71.13390350341797,1.5242726802825928,499.3781433105469,43.644229888916016,82.81161499023438,129.67593383789062
h36m_sub11_Discussion 1_cam55011271,67.67835235595703,100.20269775390625,77.73703002929688,72.50149536132812,4.787467956542969,527.11328125,47.196075439453125,77.73703002929688,131.17832946777344
h36m_sub11_Purchases 1_cam55011271,67.81771850585938,143.86500549316406,103.02752685546875,135.50828552246094,13.626466751098633,1296.0174560546875,64.58287811279297,103.02752685546875,174.62245178222656
h36m_sub9_Purchases_cam58860488,69.2177963256836,146.50628662109375,124.32893371582031,103.9923324584961,1.3063170909881592,585.9952392578125,79.42962646484375,124.32893371582031,196.4333953857422
h36m_sub11_Posing_cam58860488,69.51335906982422,189.40240478515625,162.51190185546875,130.13754272460938,10.959994316101074,636.7889404296875,90.28800201416016,162.51190185546875,269.1646423339844
h36m_sub9_Posing 1_cam60457274,69.7543716430664,111.11076354980469,96.94019317626953,75.75106811523438,2.0316693782806396,889.7501220703125,59.82665252685547,96.94019317626953,148.63882446289062
h36m_sub11_Sitting_cam60457274,70.37372589111328,105.736083984375,86.90219116210938,87.5448989868164,6.08025598526001,671.683349609375,48.312034606933594,86.90219116210938,134.80862426757812
h36m_sub11_Directions_cam58860488,70.43606567382812,186.25465393066406,168.97406005859375,121.36636352539062,11.490817070007324,567.3635864257812,100.86418151855469,168.97406005859375,252.549072265625
h36m_sub11_Waiting 1_cam60457274,70.86217498779297,108.52523040771484,101.08927154541016,73.39797973632812,0.606006383895874,431.3724365234375,47.71941375732422,101.08927154541016,146.30096435546875
h36m_sub11_WalkDog_cam60457274,71.31668090820312,130.09584045410156,108.79985046386719,101.56774139404297,4.045923233032227,971.3571166992188,70.43399047851562,108.79985046386719,158.32958984375
h36m_sub11_Directions 1_cam60457274,71.49058532714844,103.74527740478516,95.75971984863281,75.74394226074219,7.042778015136719,539.2083129882812,49.35181427001953,95.75971984863281,139.47900390625
h36m_sub11_Directions_cam60457274,71.5020523071289,101.34848022460938,89.58065795898438,77.90867614746094,7.554540157318115,577.3268432617188,44.563018798828125,89.58065795898438,134.76577758789062
h36m_sub9_Discussion 1_cam60457274,71.97055053710938,106.77771759033203,91.29597473144531,79.82683563232422,1.403425931930542,1324.6187744140625,55.61147689819336,91.29597473144531,137.69259643554688
h36m_sub11_Waiting_cam55011271,72.25740051269531,115.44054412841797,88.35113525390625,82.89968872070312,3.990312337875366,481.9147644042969,51.677520751953125,88.35113525390625,165.70635986328125
h36m_sub11_Waiting 1_cam58860488,73.57823181152344,174.15432739257812,136.0977020263672,127.63068389892578,5.872089862823486,645.2088623046875,85.13855743408203,136.0977020263672,253.70188903808594
h36m_sub11_WalkDog_cam55011271,73.61371612548828,133.26171875,116.90530395507812,97.81596374511719,2.588383913040161,762.3316040039062,62.99810791015625,116.90530395507812,172.990234375
h36m_sub9_Discussion 1_cam55011271,73.7817153930664,110.31829833984375,88.55772399902344,95.23945617675781,3.4989614486694336,1373.446044921875,48.11537551879883,88.55772399902344,145.26730346679688
h36m_sub9_Purchases 1_cam55011271,73.89407348632812,130.67051696777344,106.94457244873047,98.23844909667969,6.461536884307861,910.4092407226562,59.01981735229492,106.94457244873047,176.0321044921875
h36m_sub11_Waiting 1_cam55011271,74.11894989013672,125.41668701171875,93.9045639038086,91.57676696777344,6.553131103515625,720.7875366210938,56.656768798828125,93.9045639038086,171.60952758789062
h36m_sub9_Greeting_cam60457274,74.91664123535156,104.70348358154297,87.69354248046875,76.1977310180664,1.3364896774291992,981.8778076171875,55.37147521972656,87.69354248046875,134.31521606445312
h36m_sub11_Sitting 1_cam60457274,74.93010711669922,107.84732818603516,90.89720916748047,91.56444549560547,2.5409674644470215,710.8604736328125,46.568267822265625,90.89720916748047,144.25987243652344
h36m_sub11_Smoking_cam55011271,75.30106353759766,117.07439422607422,85.59091186523438,110.15543365478516,4.863450527191162,973.0216674804688,48.94810485839844,85.59091186523438,145.16683959960938
h36m_sub11_Smoking_cam60457274,75.33074951171875,123.69170379638672,93.62699890136719,117.53260040283203,5.862484931945801,1012.0413818359375,53.51314163208008,93.62699890136719,149.31747436523438
h36m_sub11_Directions 1_cam55011271,75.65245819091797,118.756103515625,91.4793701171875,87.87847900390625,6.966236114501953,1089.377685546875,54.39225769042969,91.4793701171875,161.6727752685547
h36m_sub9_Directions 1_cam60457274,75.8967514038086,105.9800033569336,89.0068588256836,79.11157989501953,1.206442952156067,899.6486206054688,57.007511138916016,89.0068588256836,134.58926391601562
h36m_sub11_Waiting_cam58860488,76.15142822265625,196.64337158203125,168.1321258544922,134.8856658935547,8.049349784851074,674.44873046875,85.53044128417969,168.1321258544922,295.201171875
h36m_sub9_Directions 1_cam55011271,76.22422790527344,105.72529602050781,75.86890411376953,99.99945831298828,3.964916229248047,1051.685302734375,40.50705337524414,75.86890411376953,140.41494750976562
h36m_sub9_Directions_cam55011271,76.5986557006836,98.51640319824219,69.56884002685547,83.65135955810547,1.574985146522522,815.8046875,36.15441131591797,69.56884002685547,143.64073181152344
h36m_sub9_Purchases_cam55011271,76.73453521728516,132.79132080078125,112.67371368408203,93.21646881103516,3.7728233337402344,819.3657836914062,58.04053497314453,112.67371368408203,186.40194702148438
h36m_sub9_Posing 1_cam58860488,76.76225280761719,195.3197479248047,157.88131713867188,153.58197021484375,1.6126163005828857,872.18701171875,83.49093627929688,157.88131713867188,284.1156005859375
h36m_sub11_WalkDog 1_cam55011271,76.8639907836914,147.504150390625,122.65190124511719,123.67650604248047,7.860972881317139,1403.935791015625,73.00697326660156,122.65190124511719,181.49600219726562
h36m_sub9_Directions_cam60457274,76.91181945800781,107.91807556152344,88.43851470947266,83.47643280029297,3.696455717086792,936.2916259765625,55.98360824584961,88.43851470947266,138.8284149169922
h36m_sub11_WalkDog 1_cam60457274,77.05802154541016,143.53395080566406,122.86537170410156,106.81897735595703,8.852472305297852,903.5747680664062,78.15232849121094,122.86537170410156,180.71307373046875
h36m_sub9_Posing 1_cam55011271,77.12940979003906,118.22760772705078,92.84513092041016,87.59854888916016,4.51740026473999,729.0386352539062,54.54182434082031,92.84513092041016,159.51177978515625
h36m_sub9_Posing_cam58860488,77.40805053710938,176.7241973876953,139.72494506835938,139.92958068847656,1.0935295820236206,876.7335815429688,78.38896179199219,139.72494506835938,238.7372589111328
h36m_sub11_Photo 1_cam55011271,77.96278381347656,133.86346435546875,109.98268127441406,117.78475189208984,5.412750720977783,1164.7503662109375,64.15306091308594,109.98268127441406,169.3990478515625
h36m_sub11_Eating_cam60457274,78.71615600585938,142.88262939453125,111.32506561279297,133.10177612304688,0.9373214840888977,1005.9624633789062,51.35892105102539,111.32506561279297,188.36807250976562
h36m_sub11_WalkTogether_cam55011271,79.92798614501953,144.36819458007812,106.54780578613281,136.37100219726562,12.275846481323242,1124.6995849609375,65.70777893066406,106.54780578613281,174.5058135986328
h36m_sub9_Smoking 1_cam60457274,80.16415405273438,131.46018981933594,107.11283111572266,104.48572540283203,3.924952507019043,1035.3211669921875,61.07759094238281,107.11283111572266,169.113525390625
h36m_sub11_Eating 1_cam58860488,80.17124938964844,125.02033233642578,101.91826629638672,102.66941833496094,6.749307155609131,972.9328002929688,62.54996871948242,101.91826629638672,156.40530395507812
h36m_sub11_Discussion 1_cam54138969,80.26901245117188,214.48291015625,194.1345977783203,125.82442474365234,6.032682418823242,842.4535522460938,110.50503540039062,194.1345977783203,289.15887451171875
h36m_sub9_WalkDog_cam55011271,80.30746459960938,147.87319946289062,114.51126098632812,127.27729034423828,3.4365158081054688,951.2643432617188,67.07942199707031,114.51126098632812,184.45858764648438
h36m_sub9_Greeting_cam55011271,80.38311004638672,103.08975982666016,74.24980926513672,93.58470916748047,3.462686061859131,633.7398681640625,41.58837127685547,74.24980926513672,134.54843139648438
h36m_sub9_Posing_cam60457274,80.63166046142578,121.73169708251953,107.1220474243164,85.22413635253906,0.8834516406059265,894.8633422851562,65.90309143066406,107.1220474243164,159.8021697998047
h36m_sub9_Purchases_cam60457274,80.9003677368164,132.39849853515625,116.33279418945312,97.89704132080078,0.9060602188110352,761.5263671875,65.59075927734375,116.33279418945312,179.48345947265625
h36m_sub11_Walking 1_cam58860488,80.9942398071289,150.0522918701172,107.78591918945312,132.07029724121094,11.01047420501709,981.8363037109375,63.91393280029297,107.78591918945312,194.97927856445312
h36m_sub11_Walking 1_cam55011271,81.03145599365234,143.0621795654297,98.65203857421875,131.3046875,8.409770965576172,1030.485595703125,60.28064727783203,98.65203857421875,182.97901916503906
h36m_sub11_Eating_cam58860488,81.12386322021484,128.28289794921875,106.05473327636719,103.17152404785156,5.527378559112549,891.6307373046875,60.88420867919922,106.05473327636719,164.0388641357422
h36m_sub9_Waiting_cam60457274,81.13975524902344,132.57789611816406,108.47303771972656,105.28857421875,1.748781442642212,1020.470947265625,63.539794921875,108.47303771972656,174.25567626953125
h36m_sub11_Directions_cam55011271,81.27070617675781,118.67821502685547,85.8851089477539,92.15963745117188,5.441386699676514,491.1978454589844,50.16496658325195,85.8851089477539,172.1767120361328
h36m_sub9_Purchases 1_cam60457274,81.32854461669922,133.7393035888672,117.22789001464844,100.11866760253906,1.2333130836486816,701.9718627929688,59.09965133666992,117.22789001464844,184.8920135498047
h36m_sub11_WalkTogether 1_cam55011271,81.3811264038086,149.23558044433594,106.87272644042969,139.68170166015625,8.244231224060059,1115.1064453125,64.24173736572266,106.87272644042969,185.08102416992188
h36m_sub9_Eating_cam55011271,81.42132568359375,125.21971130371094,97.50631713867188,103.36459350585938,4.660826206207275,986.385498046875,57.352882385253906,97.50631713867188,164.73553466796875
h36m_sub9_Walking 1_cam58860488,81.5544662475586,144.44241333007812,103.72763061523438,136.2899932861328,1.9307217597961426,1015.7796020507812,57.93876266479492,103.72763061523438,175.07028198242188
h36m_sub11_Purchases_cam54138969,81.55599975585938,188.4796600341797,157.39173889160156,126.74542236328125,7.9012675285339355,773.8737182617188,97.7945556640625,157.39173889160156,254.33157348632812
h36m_sub9_Eating 1_cam58860488,81.66101837158203,115.9373550415039,93.37953186035156,94.24441528320312,3.2327938079833984,1013.9881591796875,58.5916862487793,93.37953186035156,146.20484924316406
h36m_sub11_Walking_cam58860488,81.85391998291016,149.09524536132812,107.53410339355469,133.44320678710938,7.220516681671143,1062.724853515625,61.01002502441406,107.53410339355469,193.3533935546875
h36m_sub9_WalkDog 1_cam55011271,81.96024322509766,141.2220458984375,113.93534851074219,113.76798248291016,2.940528392791748,1033.49365234375,66.69078063964844,113.93534851074219,180.10044860839844
