,Mean Aligned,Mean,Median,Standard Deviation,Min,Max,25%,50%,75%
h36m_sub11_Posing 1_cam58860488,59.69820785522461,160.02882385253906,150.6114501953125,89.39385986328125,17.547868728637695,496.2939758300781,94.27202606201172,150.6114501953125,211.76319885253906
h36m_sub11_Posing_cam58860488,61.08488082885742,158.06927490234375,146.982666015625,88.00756072998047,10.760424613952637,490.10504150390625,89.47935485839844,146.982666015625,214.6249237060547
h36m_sub9_Purchases 1_cam58860488,62.06706619262695,143.6446990966797,135.71426391601562,80.823486328125,9.25446605682373,775.753173828125,79.58499145507812,135.71426391601562,187.3272705078125
h36m_sub11_Purchases_cam58860488,62.13502883911133,128.18649291992188,117.39205932617188,65.87902069091797,8.83302116394043,426.16241455078125,79.70433044433594,117.39205932617188,167.94752502441406
h36m_sub11_Purchases 1_cam58860488,63.09364700317383,127.64307403564453,116.34086608886719,65.83589172363281,8.979612350463867,525.9630737304688,83.8835678100586,116.34086608886719,162.76608276367188
h36m_sub11_Discussion 1_cam58860488,63.30000305175781,149.57896423339844,140.0408935546875,83.09587860107422,7.052701473236084,570.1463623046875,84.18083953857422,140.0408935546875,202.40480041503906
h36m_sub9_Purchases_cam58860488,65.44547271728516,140.01177978515625,133.4580535888672,69.70020294189453,12.980973243713379,558.753662109375,83.0179443359375,133.4580535888672,182.78640747070312
h36m_sub11_Directions 1_cam58860488,69.77107238769531,147.24668884277344,143.53785705566406,81.92767333984375,12.843741416931152,591.045166015625,74.89369201660156,143.53785705566406,201.755859375
h36m_sub9_Directions_cam60457274,70.72672271728516,111.53478240966797,93.21676635742188,84.44276428222656,8.489927291870117,943.9696655273438,57.585601806640625,93.21676635742188,137.07351684570312
h36m_sub11_Purchases_cam60457274,70.78218841552734,104.44174194335938,88.03688049316406,62.76675796508789,6.594195365905762,450.167236328125,58.28219223022461,88.03688049316406,134.4824981689453
h36m_sub11_Discussion 1_cam60457274,71.62467956542969,100.25892639160156,81.65564727783203,66.6692123413086,3.8147029876708984,476.9241638183594,49.296627044677734,81.65564727783203,139.30418395996094
h36m_sub11_Directions_cam58860488,71.63672637939453,152.2725372314453,155.6436767578125,84.47264862060547,12.00758171081543,462.5265808105469,77.1929702758789,155.6436767578125,206.95790100097656
h36m_sub11_Posing 1_cam55011271,72.1678695678711,126.16548919677734,103.26652526855469,86.91291809082031,1.8723454475402832,475.86041259765625,59.22111511230469,103.26652526855469,179.3338623046875
h36m_sub11_Purchases 1_cam60457274,72.21241760253906,118.18873596191406,93.91384887695312,93.19142150878906,9.466822624206543,1303.1871337890625,59.3220100402832,93.91384887695312,147.8843231201172
h36m_sub11_Sitting 1_cam58860488,72.25865173339844,121.0291748046875,95.40263366699219,87.93904876708984,5.09364128112793,1083.88916015625,60.26762390136719,95.40263366699219,155.0780487060547
h36m_sub9_Greeting_cam60457274,72.99519348144531,111.35676574707031,98.44274139404297,71.15741729736328,6.276493072509766,846.4550170898438,57.816646575927734,98.44274139404297,144.4031219482422
h36m_sub11_Purchases 1_cam55011271,73.18940734863281,147.755126953125,119.01966857910156,119.26639556884766,4.713127136230469,1540.6781005859375,67.98316955566406,119.01966857910156,198.75582885742188
h36m_sub11_Waiting 1_cam60457274,73.25712585449219,122.73941040039062,104.73353576660156,75.97168731689453,3.1377856731414795,487.2658996582031,60.118167877197266,104.73353576660156,173.80514526367188
h36m_sub11_Waiting_cam60457274,73.34217834472656,115.27713012695312,97.89205932617188,74.44298553466797,4.45513391494751,463.3641662597656,56.162811279296875,97.89205932617188,160.6716766357422
h36m_sub11_Purchases_cam54138969,73.38217163085938,167.8980255126953,139.07427978515625,98.30442810058594,20.718082427978516,727.7720336914062,87.75590515136719,139.07427978515625,242.43714904785156
h36m_sub11_Posing 1_cam60457274,73.38272094726562,98.09431457519531,76.2984619140625,73.88597869873047,4.091926097869873,891.851806640625,48.75448989868164,76.2984619140625,126.9126205444336
h36m_sub11_Posing_cam54138969,74.30536651611328,207.7673797607422,164.444091796875,135.51174926757812,16.16073989868164,791.4044189453125,100.13677978515625,164.444091796875,298.078125
TC_S2_acting3_cam2,74.55120849609375,181.16009521484375,138.95864868164062,149.54893493652344,7.390782356262207,1503.96337890625,77.15921020507812,138.95864868164062,234.32211303710938
h36m_sub11_Purchases_cam55011271,74.60481262207031,141.45118713378906,113.19003295898438,120.32520294189453,8.211389541625977,1597.0772705078125,64.74333190917969,113.19003295898438,189.6451416015625
h36m_sub9_Posing_cam58860488,74.96524047851562,169.2275390625,145.3046417236328,118.33140563964844,6.840576648712158,994.3026123046875,82.489501953125,145.3046417236328,222.14273071289062
h36m_sub11_Posing 1_cam54138969,75.1239013671875,223.60337829589844,192.8572998046875,137.49949645996094,11.161428451538086,948.421875,115.13130187988281,192.8572998046875,308.59130859375
TC_S2_acting3_cam1,75.76659393310547,154.7793426513672,122.04856872558594,106.45295715332031,5.670011043548584,946.36962890625,80.34628295898438,122.04856872558594,205.05506896972656
h36m_sub9_Directions 1_cam60457274,75.79622650146484,124.7141342163086,96.76383209228516,117.18292999267578,5.550343990325928,1088.8916015625,57.77827072143555,96.76383209228516,144.61065673828125
h36m_sub9_Discussion 1_cam60457274,76.24676513671875,121.198974609375,106.05326843261719,83.38496398925781,4.735356330871582,1085.650390625,62.267127990722656,106.05326843261719,160.19676208496094
h36m_sub9_Directions_cam55011271,76.44642639160156,112.03861999511719,84.04603576660156,93.78163146972656,4.328108310699463,795.7636108398438,39.80500030517578,84.04603576660156,158.31338500976562
h36m_sub11_Discussion 1_cam55011271,76.5512466430664,134.83470153808594,114.095947265625,92.49222564697266,3.1270241737365723,695.293212890625,63.06523132324219,114.095947265625,194.07411193847656
h36m_sub11_Discussion 1_cam54138969,76.66773986816406,181.4593963623047,158.62619018554688,110.32084655761719,4.819525241851807,802.976318359375,95.61193084716797,158.62619018554688,253.47457885742188
h36m_sub11_Posing_cam60457274,76.69277954101562,109.34330749511719,85.04246520996094,78.166748046875,3.5809693336486816,546.9932861328125,54.35018539428711,85.04246520996094,142.2080841064453
h36m_sub11_WalkDog_cam60457274,77.35257720947266,137.60256958007812,120.03763580322266,97.74102020263672,6.931665420532227,999.7020874023438,71.35276794433594,120.03763580322266,172.1514129638672
h36m_sub9_Posing 1_cam60457274,77.41133117675781,129.3950958251953,104.12525939941406,96.17731475830078,3.6489014625549316,793.3295288085938,56.30312728881836,104.12525939941406,178.67401123046875
h36m_sub9_Directions 1_cam55011271,78.18004608154297,124.017333984375,84.42694091796875,123.6827392578125,2.6065547466278076,998.4317626953125,43.2288818359375,84.42694091796875,161.8024139404297
h36m_sub11_Directions_cam60457274,78.22769927978516,106.95740509033203,84.26615905761719,78.4074935913086,7.993958950042725,1066.9847412109375,51.21190643310547,84.26615905761719,145.32510375976562
h36m_sub11_Sitting_cam60457274,78.27848052978516,118.2708511352539,96.0927734375,89.00178527832031,3.693650007247925,740.9954223632812,55.154876708984375,96.0927734375,153.5500030517578
h36m_sub9_Posing 1_cam58860488,78.37245178222656,192.4685516357422,159.92779541015625,154.828125,7.699815273284912,1475.8040771484375,96.29031372070312,159.92779541015625,233.5993194580078
h36m_sub11_WalkDog_cam55011271,78.54686737060547,133.92478942871094,111.4462661743164,91.55339813232422,10.180136680603027,1556.5491943359375,73.60192108154297,111.4462661743164,167.6779022216797
h36m_sub11_Purchases 1_cam54138969,79.3058853149414,180.74195861816406,160.5023193359375,101.93519592285156,14.175155639648438,830.0857543945312,99.19454956054688,160.5023193359375,251.01458740234375
TC_S2_acting3_cam8,79.41993713378906,135.36793518066406,93.44924926757812,109.24425506591797,3.3554790019989014,1040.852783203125,60.55807113647461,93.44924926757812,183.37367248535156
h36m_sub9_Discussion 1_cam55011271,79.51624298095703,120.1722640991211,99.28919982910156,88.4142074584961,0.6235989928245544,1340.044921875,58.33833312988281,99.28919982910156,160.66525268554688
h36m_sub11_Waiting 1_cam58860488,79.97795104980469,150.25921630859375,130.440673828125,95.61502838134766,1.6013095378875732,504.2954406738281,67.12977600097656,130.440673828125,212.7213134765625
h36m_sub11_Photo 1_cam55011271,80.27864837646484,136.83236694335938,112.01951599121094,108.34557342529297,4.49750280380249,984.2021484375,68.12184143066406,112.01951599121094,178.02809143066406
h36m_sub11_Smoking_cam60457274,80.40803527832031,132.53167724609375,103.43437194824219,107.03114318847656,6.373857021331787,969.8455810546875,65.0743179321289,103.43437194824219,166.41107177734375
h36m_sub11_Posing_cam55011271,80.58368682861328,135.35882568359375,111.68793487548828,95.85444641113281,5.007233142852783,646.1873168945312,58.8864631652832,111.68793487548828,193.23348999023438
h36m_sub11_Greeting_cam58860488,80.88697052001953,158.7329864501953,133.94155883789062,119.95053100585938,4.317998886108398,1334.9661865234375,79.45657348632812,133.94155883789062,200.7022705078125
h36m_sub9_Eating_cam55011271,80.9971923828125,134.47500610351562,97.84500122070312,107.52108001708984,5.939464569091797,972.089111328125,60.131038665771484,97.84500122070312,185.12698364257812
h36m_sub9_Posing_cam54138969,81.02592468261719,199.50723266601562,161.74099731445312,148.67291259765625,7.746755599975586,1577.9669189453125,90.74810791015625,161.74099731445312,266.57427978515625
h36m_sub11_Directions 1_cam60457274,81.3383560180664,111.92261505126953,96.5085678100586,74.2867202758789,5.590236186981201,530.0127563476562,53.45524597167969,96.5085678100586,152.40579223632812
h36m_sub9_Greeting_cam55011271,81.35799407958984,119.25672912597656,91.49950408935547,92.03717041015625,1.925243616104126,577.7521362304688,49.566402435302734,91.49950408935547,169.1724395751953
h36m_sub9_Eating_cam58860488,81.9323959350586,122.80648040771484,89.50096130371094,104.7305908203125,4.120584011077881,1130.4459228515625,60.19990539550781,89.50096130371094,148.96282958984375
h36m_sub11_WalkDog 1_cam60457274,82.20298767089844,134.60848999023438,115.46893310546875,98.41962432861328,6.253615856170654,904.1196899414062,69.0450668334961,115.46893310546875,161.0396728515625
h36m_sub11_Sitting 1_cam60457274,82.2341079711914,116.6948013305664,88.0913314819336,96.57734680175781,4.79134464263916,647.6402587890625,50.727806091308594,88.0913314819336,153.29141235351562
h36m_sub11_Sitting_cam58860488,82.27637481689453,126.42960357666016,100.96192169189453,86.67118835449219,6.297059535980225,711.4735107421875,61.56242752075195,100.96192169189453,169.2109375
h36m_sub11_Photo_cam55011271,82.32701110839844,131.0485382080078,106.6890640258789,89.00094604492188,5.443592548370361,697.999755859375,64.8505859375,106.6890640258789,175.3748779296875
h36m_sub11_Directions 1_cam55011271,82.48238372802734,151.14105224609375,139.79054260253906,96.10877227783203,3.2557404041290283,505.29205322265625,69.43171691894531,139.79054260253906,220.9088134765625
h36m_sub11_Waiting_cam58860488,82.75717163085938,171.1045684814453,163.90428161621094,102.3157730102539,3.8256893157958984,780.90234375,82.14622497558594,163.90428161621094,239.89414978027344
h36m_sub9_Greeting 1_cam60457274,82.89581298828125,119.83387756347656,99.98816680908203,87.93663024902344,5.028693675994873,954.170166015625,52.451778411865234,99.98816680908203,161.10411071777344
h36m_sub9_Posing 1_cam54138969,83.12565612792969,203.6513671875,168.51031494140625,149.29681396484375,4.520055770874023,1179.47314453125,84.65058898925781,168.51031494140625,284.1750183105469
h36m_sub9_Posing 1_cam55011271,83.31001281738281,149.74520874023438,122.92132568359375,107.03202819824219,4.252951622009277,921.4537353515625,64.52171325683594,122.92132568359375,220.64010620117188
h36m_sub11_Waiting_cam54138969,83.53486633300781,206.15415954589844,186.81900024414062,126.48441314697266,8.224114418029785,675.1924438476562,105.2977066040039,186.81900024414062,287.3951416015625
h36m_sub9_Eating 1_cam55011271,83.5692138671875,147.87718200683594,114.8470230102539,123.15776062011719,5.1796488761901855,1459.7027587890625,62.3392448425293,114.8470230102539,192.71949768066406
h36m_sub9_WalkDog_cam55011271,84.020751953125,154.5699920654297,125.29301452636719,122.8203353881836,4.338106155395508,917.5272216796875,73.20722198486328,125.29301452636719,193.9159393310547
h36m_sub11_Smoking_cam55011271,84.19682312011719,134.642578125,105.0168228149414,108.0023422241211,2.9823338985443115,1026.997314453125,63.15709686279297,105.0168228149414,172.5263214111328
h36m_sub11_Eating_cam60457274,84.37977600097656,140.96095275878906,109.85845184326172,118.6742172241211,2.0444819927215576,964.5081787109375,58.47014617919922,109.85845184326172,185.09002685546875
h36m_sub9_Eating 1_cam58860488,84.65583801269531,121.36610412597656,95.19308471679688,92.95503234863281,5.460439205169678,983.390380859375,58.543636322021484,95.19308471679688,154.3601531982422
h36m_sub9_WalkDog 1_cam55011271,84.75430297851562,152.1051025390625,123.5807876586914,115.9115982055664,4.598293781280518,974.778564453125,71.42005920410156,123.5807876586914,194.89527893066406
