,Mean Aligned,Mean,Median,Standard Deviation,Min,Max,25%,50%,75%
h36m_sub11_Discussion 2_cam54138969,69.84139251708984,105.32880401611328,86.40474700927734,95.3187026977539,9.399983406066895,1240.796630859375,51.81807327270508,86.40474700927734,127.39014434814453
h36m_sub11_Discussion 1_cam54138969,69.99041748046875,133.3794403076172,98.01702880859375,135.8199005126953,9.518107414245605,1206.7724609375,59.58422088623047,98.01702880859375,154.438720703125
h36m_sub11_Discussion 1_cam55011271,71.94241333007812,92.56028747558594,82.38004302978516,58.506343841552734,8.00108814239502,418.4909362792969,48.3900032043457,82.38004302978516,119.055419921875
h36m_sub11_Discussion 2_cam55011271,73.33324432373047,101.5086441040039,90.11351776123047,63.40398406982422,6.253265857696533,494.32080078125,55.753265380859375,90.11351776123047,131.37388610839844
h36m_sub11_Directions_cam55011271,76.43737030029297,106.53749084472656,95.10462188720703,60.005523681640625,13.246849060058594,386.81353759765625,63.58604049682617,95.10462188720703,137.00885009765625
h36m_sub11_Discussion 2_cam60457274,77.17056274414062,106.65547180175781,94.3046875,67.93739318847656,9.087451934814453,615.5400390625,55.95532989501953,94.3046875,140.85812377929688
h36m_sub11_Posing_cam60457274,77.57935333251953,109.22848510742188,97.51824188232422,66.99386596679688,10.96655559539795,451.98822021484375,57.928985595703125,97.51824188232422,143.61468505859375
h36m_sub11_Posing_cam55011271,77.63567352294922,105.37056732177734,91.82008361816406,63.21282958984375,17.267019271850586,478.4424133300781,61.76435470581055,91.82008361816406,131.96975708007812
h36m_sub11_Posing_cam54138969,77.95499420166016,125.85372924804688,95.43708038330078,123.37305450439453,15.764042854309082,1013.7349853515625,56.170284271240234,95.43708038330078,151.53623962402344
h36m_sub11_Waiting_cam55011271,78.54183959960938,111.61333465576172,95.625244140625,73.99583435058594,10.85389232635498,519.4422607421875,58.52159118652344,95.625244140625,145.05227661132812
h36m_sub11_Posing 1_cam55011271,78.86019134521484,102.63605499267578,91.67941284179688,63.60170364379883,9.10618782043457,417.81781005859375,58.156288146972656,91.67941284179688,128.4951171875
h36m_sub11_Directions 1_cam55011271,78.89752197265625,110.21102905273438,100.40206909179688,61.518333435058594,11.963532447814941,456.7984313964844,66.61474609375,100.40206909179688,140.14544677734375
h36m_sub11_Discussion 1_cam60457274,79.16983795166016,108.35987091064453,98.23345947265625,65.49222564697266,5.6371331214904785,509.25360107421875,57.56105422973633,98.23345947265625,144.31881713867188
h36m_sub11_Waiting_cam54138969,79.39923858642578,153.1596221923828,113.32553100585938,150.70449829101562,12.166435241699219,1213.5462646484375,64.55509185791016,113.32553100585938,183.3738250732422
h36m_sub11_Posing 1_cam60457274,79.70120239257812,110.96471405029297,100.95037078857422,67.18534088134766,5.983923435211182,403.33599853515625,56.85146713256836,100.95037078857422,150.3411102294922
h36m_sub11_Discussion 2_cam58860488,79.788818359375,107.7935562133789,88.29910278320312,73.75431823730469,8.63804817199707,727.4279174804688,58.264102935791016,88.29910278320312,136.65756225585938
h36m_sub11_Discussion 1_cam58860488,80.9563217163086,111.32051086425781,91.69628143310547,71.30541229248047,6.905667304992676,483.5377502441406,58.86049270629883,91.69628143310547,144.20263671875
h36m_sub11_Purchases 1_cam54138969,82.5017318725586,131.00634765625,107.41685485839844,93.74932098388672,4.696803569793701,646.8436889648438,68.96153259277344,107.41685485839844,176.14031982421875
h36m_sub11_Waiting 1_cam54138969,82.77555847167969,134.20379638671875,109.10807800292969,120.35551452636719,12.877914428710938,1230.6912841796875,59.5003547668457,109.10807800292969,172.6251220703125
h36m_sub11_Waiting 1_cam55011271,82.9643325805664,125.6243896484375,105.88912963867188,88.74539184570312,9.103168487548828,847.547119140625,62.75758361816406,105.88912963867188,161.08811950683594
h36m_sub11_Waiting_cam60457274,83.06163024902344,117.635986328125,105.33843994140625,75.64783477783203,10.356409072875977,544.1357421875,57.44320297241211,105.33843994140625,158.20909118652344
h36m_sub11_Phoning 3_cam54138969,83.75869750976562,131.67034912109375,102.1923599243164,104.64336395263672,6.850846290588379,1090.2723388671875,56.94056701660156,102.1923599243164,178.86004638671875
h36m_sub11_Phoning 3_cam55011271,83.90230560302734,135.40945434570312,105.53166198730469,107.14817810058594,5.543672561645508,912.218994140625,64.58956146240234,105.53166198730469,171.04608154296875
h36m_sub11_Directions 1_cam58860488,84.00162506103516,183.94151306152344,107.22825622558594,212.41090393066406,19.442874908447266,1312.0101318359375,72.89553833007812,107.22825622558594,213.70156860351562
h36m_sub11_Phoning 2_cam54138969,84.24419403076172,137.47068786621094,100.7924575805664,118.09089660644531,10.549482345581055,1185.8026123046875,61.85549545288086,100.7924575805664,174.51513671875
h36m_sub11_Posing 1_cam58860488,84.5982894897461,122.93898010253906,103.75358581542969,86.98826599121094,8.146614074707031,825.5208740234375,60.290767669677734,103.75358581542969,156.87086486816406
h36m_sub11_Phoning 2_cam55011271,84.71260833740234,136.05555725097656,109.24746704101562,102.74787902832031,6.060243606567383,947.1152954101562,69.52417755126953,109.24746704101562,168.06494140625
h36m_sub11_Eating_cam60457274,84.9041748046875,131.39503479003906,119.51011657714844,81.96952056884766,6.921156406402588,602.8810424804688,71.56026458740234,119.51011657714844,169.90980529785156
